mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver,slick_id,prev_lat,prev_lon,prev_time,time_diff_seconds,distance_m,movement_bearing,trajectory_start,segment_speed_knots
218087708,2026-09-03 23:01:57+00:00,72.809153,19.015869,13.1,207.5,207.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,19.022117,72.812609,2026-09-03 23:00:00+00:00,117.0,781.4751494671093,207.7490470769099,False,12.983441491796118
218087708,2026-09-03 23:06:15+00:00,72.801509,19.001966,12.8,207.1,207.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,19.015869,72.809153,2026-09-03 23:01:57+00:00,258.0,1736.6908948719322,207.60895978826383,False,13.084686934449056
218087708,2026-09-03 23:08:53+00:00,72.796999,18.993617,12.5,207.2,207.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,19.001966,72.801509,2026-09-03 23:06:15+00:00,158.0,1039.033608386525,207.19658741926804,False,12.78300689446875
218087708,2026-09-03 23:13:27+00:00,72.789331,18.979513,12.3,207.6,207.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.993617,72.796999,2026-09-03 23:08:53+00:00,274.0,1757.642458739042,207.34901923513922,False,12.469254441588685
218087708,2026-09-03 23:14:27+00:00,72.787649,18.976473,12.4,206.9,206.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.979513,72.789331,2026-09-03 23:13:27+00:00,60.0,380.2727910650731,207.76115223378133,False,12.319824369732194
218087708,2026-09-03 23:18:13+00:00,72.781469,18.96493,12.7,207.0,207.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.976473,72.787649,2026-09-03 23:14:27+00:00,226.0,1433.9173699929202,206.99354042460612,False,12.33321212604884
218087708,2026-09-03 23:23:05+00:00,72.773233,18.949645,12.9,206.5,206.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.96493,72.781469,2026-09-03 23:18:13+00:00,292.0,1901.3122180874288,207.1444358167713,False,12.657009390435164
218087708,2026-09-03 23:25:05+00:00,72.769853,18.943234,12.5,205.6,205.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.949645,72.773233,2026-09-03 23:23:05+00:00,120.0,793.9328381563041,206.64172289093403,False,12.860653401014584
218087708,2026-09-03 23:29:57+00:00,72.762163,18.928051,12.1,205.2,203.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.943234,72.769853,2026-09-03 23:25:05+00:00,292.0,1865.6404088863828,205.73378120492555,False,12.41954264523872
218087708,2026-09-03 23:31:23+00:00,72.759988,18.923667,12.0,205.5,205.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.928051,72.762163,2026-09-03 23:29:57+00:00,86.0,536.6368783140439,205.27382728667953,False,12.12949104118571
218087708,2026-09-03 23:34:11+00:00,72.755753,18.915285,12.2,204.8,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.923667,72.759988,2026-09-03 23:31:23+00:00,168.0,1029.497398088953,205.6806034760904,False,11.91177513274542
218087708,2026-09-03 23:36:39+00:00,72.752046,18.907709,12.0,205.8,205.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.915285,72.755753,2026-09-03 23:34:11+00:00,148.0,925.0677205655949,204.9714133565064,False,12.149889445569094
218087708,2026-09-03 23:38:45+00:00,72.748821,18.901394,12.4,206.1,206.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.907709,72.752046,2026-09-03 23:36:39+00:00,126.0,777.2105722376157,205.92288940288316,False,11.990261894748944
218087708,2026-09-03 23:41:19+00:00,72.74473,18.893499,12.6,205.5,205.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.901394,72.748821,2026-09-03 23:38:45+00:00,154.0,974.4129822637117,206.25334827026344,False,12.299369684698009
218087708,2026-09-03 23:43:17+00:00,72.741606,18.8873,12.3,205.5,203.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.893499,72.74473,2026-09-03 23:41:19+00:00,118.0,761.0320730239123,205.62687901411812,False,12.536649023955945
218087708,2026-09-03 23:46:08+00:00,72.737167,18.878482,12.7,204.6,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,,A,sentinel_10,18.8873,72.741606,2026-09-03 23:43:17+00:00,171.0,1082.345953510887,205.60371000199868,False,12.303551802763758
218087708,2026-09-03 23:48:18+00:00,72.733819,18.871561,13.1,204.4,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.878482,72.737167,2026-09-03 23:46:08+00:00,130.0,843.4138124567995,204.7263511894944,False,12.611242347738655
218087708,2026-09-03 23:50:25+00:00,72.730456,18.864553,12.6,204.3,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.871561,72.733819,2026-09-03 23:48:18+00:00,127.0,852.8316085875178,204.55309843479682,False,13.053292866431187
218087708,2026-09-03 23:53:32+00:00,72.725714,18.854601,12.5,204.4,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.864553,72.730456,2026-09-03 23:50:25+00:00,187.0,1209.6340298234584,204.4011234627707,False,12.573984024235461
218087708,2026-09-03 23:56:20+00:00,72.721484,18.845794,12.2,204.8,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.854601,72.725714,2026-09-03 23:53:32+00:00,168.0,1071.9389243262967,204.57450609311127,False,12.402843801562076
218087708,2026-09-03 23:58:53+00:00,72.717624,18.837896,12.0,204.1,204.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.845794,72.721484,2026-09-03 23:56:20+00:00,153.0,964.2479186375173,204.95479094825902,False,12.250612249440206
218087708,2026-09-03 23:59:57+00:00,72.716091,18.83466,12.0,203.6,203.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,,70.0,A,sentinel_10,18.837896,72.717624,2026-09-03 23:58:53+00:00,64.0,392.94682753468146,204.2789066913804,False,11.934777519297112
218087708,2026-09-04 00:04:45+00:00,72.709366,18.820099,12.4,203.6,203.0,MT ARABIAN KNIGHT_62,IMO8890587,GX3075,Tanker,Underway Using Engine,204.3,33.4,13.8,70.0,A,sentinel_10,18.83466,72.716091,2026-09-03 23:59:57+00:00,288.0,1760.7331854925535,203.73993168759725,False,11.883970816971685
250916077,2026-09-03 23:28:15+00:00,72.662255,19.19716,17.0,221.7,,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,,,,,,,True,
250916077,2026-09-03 23:32:37+00:00,72.647772,19.181805,17.3,221.8,221.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.19716,72.662255,2026-09-03 23:28:15+00:00,262.0,2282.364502311605,221.86773329582587,False,16.933402344173246
250916077,2026-09-03 23:34:35+00:00,72.64112,19.174767,17.4,222.2,222.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.181805,72.647772,2026-09-03 23:32:37+00:00,118.0,1047.118946950078,221.92704864216748,False,17.249421134232538
250916077,2026-09-03 23:39:16+00:00,72.625011,19.15798,17.3,221.3,221.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.174767,72.64112,2026-09-03 23:34:35+00:00,281.0,2514.78982644722,222.3633913562401,False,17.39625998662336
250916077,2026-09-03 23:41:52+00:00,72.616262,19.148583,17.5,221.7,221.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.15798,72.625011,2026-09-03 23:39:16+00:00,156.0,1388.9010979648904,221.50359961285997,False,17.30641993761585
250916077,2026-09-03 23:46:28+00:00,72.600579,19.131977,17.8,222.7,222.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.148583,72.616262,2026-09-03 23:41:52+00:00,276.0,2470.0398325354918,221.91294603614492,False,17.396239956796343
250916077,2026-09-03 23:49:55+00:00,72.588341,19.119435,18.2,222.7,222.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.131977,72.600579,2026-09-03 23:46:28+00:00,207.0,1893.4953608627613,222.84631065234092,False,17.780927643765555
250916077,2026-09-03 23:51:19+00:00,72.583243,19.114217,18.4,221.8,221.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.119435,72.588341,2026-09-03 23:49:55+00:00,84.0,788.2564160032194,222.88301171387434,False,18.24100418671069
250916077,2026-09-03 23:56:01+00:00,72.566363,19.096365,17.9,221.3,221.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.114217,72.583243,2026-09-03 23:51:19+00:00,282.0,2657.042794242588,221.9534407281687,False,18.315127890640113
250916077,2026-09-04 00:00:51+00:00,72.549556,19.078261,18.3,220.6,220.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.096365,72.566363,2026-09-03 23:56:01+00:00,290.0,2672.8881377918906,221.4343363193368,False,17.916092681949618
250916077,2026-09-04 00:04:52+00:00,72.535549,19.062824,18.4,220.6,220.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.078261,72.549556,2026-09-04 00:00:51+00:00,241.0,2256.8022141787237,220.78758376646277,False,18.202748614145936
250916077,2026-09-04 00:06:30+00:00,72.529772,19.056454,18.7,220.2,220.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.062824,72.535549,2026-09-04 00:04:52+00:00,98.0,931.0827865599869,220.7738160508265,False,18.468122079864948
250916077,2026-09-04 00:08:16+00:00,72.523556,19.049501,19.0,219.3,219.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.056454,72.529772,2026-09-04 00:06:30+00:00,106.0,1010.1722427943116,220.3693673917994,False,18.52465294748391
250916077,2026-09-04 00:09:34+00:00,72.518933,19.044166,18.6,219.4,219.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.049501,72.523556,2026-09-04 00:08:16+00:00,78.0,765.2130572734504,219.49039696563977,False,19.06989422115928
250916077,2026-09-04 00:11:19+00:00,72.512907,19.037233,18.6,220.2,220.0,MT MUMBAI EXPRESS_67,IMO5553736,LZ3360,Passenger,Underway Using Engine,93.3,17.7,6.0,,A,sentinel_10,19.044166,72.518933,2026-09-04 00:09:34+00:00,105.0,995.6567099376417,219.57706954555772,False,18.43235560995415
274992570,2026-09-04 01:17:37+00:00,72.751999,19.198164,6.2,197.8,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,,,,,,,True,
274992570,2026-09-04 01:20:41+00:00,72.750293,19.193142,6.3,197.7,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.198164,72.751999,2026-09-04 01:17:37+00:00,184.0,584.1434168957894,197.88758590378563,False,6.17109423640604
274992570,2026-09-04 01:24:36+00:00,72.748094,19.186643,6.1,197.2,197.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.193142,72.750293,2026-09-04 01:20:41+00:00,235.0,755.6635293720303,197.82189760547695,False,6.2505914678065
274992570,2026-09-04 01:28:56+00:00,72.745813,19.179677,5.9,196.9,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.186643,72.748094,2026-09-04 01:24:36+00:00,260.0,807.5548687637191,197.28258124327576,False,6.037528677298722
274992570,2026-09-04 01:33:15+00:00,72.743647,19.172957,5.7,196.6,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.179677,72.745813,2026-09-04 01:28:56+00:00,259.0,777.9701384241406,197.02844845281246,False,5.838801057430045
274992570,2026-09-04 01:37:18+00:00,72.741723,19.166845,6.1,195.6,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.172957,72.743647,2026-09-04 01:33:15+00:00,243.0,706.1815953762556,196.65344640166498,False,5.648987787473995
274992570,2026-09-04 01:40:53+00:00,72.739997,19.160991,6.1,194.8,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.166845,72.741723,2026-09-04 01:37:18+00:00,215.0,672.9562232862033,195.65191772771743,False,6.084275465454202
274992570,2026-09-04 01:45:10+00:00,72.738044,19.154034,6.2,194.3,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.160991,72.739997,2026-09-04 01:40:53+00:00,257.0,797.0299599711625,194.93740540861515,False,6.028399678561652
274992570,2026-09-04 01:49:29+00:00,72.736093,19.146777,6.2,193.3,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.154034,72.738044,2026-09-04 01:45:10+00:00,259.0,829.1096804108504,194.33242567741308,False,6.222612205288909
274992570,2026-09-04 01:52:43+00:00,72.734747,19.141402,6.5,193.8,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.146777,72.736093,2026-09-04 01:49:29+00:00,194.0,611.5970397695158,193.3871505951686,False,6.1280762360081225
274992570,2026-09-04 01:55:29+00:00,72.733501,19.136599,6.0,193.3,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.141402,72.734747,2026-09-04 01:52:43+00:00,166.0,547.5834671318019,193.85058489369166,False,6.412136426201697
274992570,2026-09-04 01:59:22+00:00,72.731912,19.130263,6.1,194.2,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.136599,72.733501,2026-09-04 01:55:29+00:00,233.0,721.0038213992668,193.40712818167063,False,6.015090421410948
274992570,2026-09-04 02:04:10+00:00,72.729799,19.122378,6.0,194.8,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.130263,72.731912,2026-09-04 01:59:22+00:00,288.0,900.6865091278182,194.2901653944148,False,6.079133555218813
274992570,2026-09-04 02:07:59+00:00,72.728076,19.116205,6.5,194.3,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.122378,72.729799,2026-09-04 02:04:10+00:00,229.0,706.9507720057218,194.85904349796095,False,6.000869819456778
274992570,2026-09-04 02:09:13+00:00,72.727494,19.114042,6.3,193.4,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.116205,72.728076,2026-09-04 02:07:59+00:00,74.0,247.1370999364484,194.34676931072397,False,6.491824058654944
274992570,2026-09-04 02:11:59+00:00,72.726307,19.109329,6.3,193.0,192.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.114042,72.727494,2026-09-04 02:09:13+00:00,166.0,536.4404421028594,193.46377996319208,False,6.2816529456459165
274992570,2026-09-04 02:13:16+00:00,72.725768,19.107116,6.6,193.9,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.109329,72.726307,2026-09-04 02:11:59+00:00,77.0,251.44428232917286,193.03585884632116,False,6.347629269645966
274992570,2026-09-04 02:17:46+00:00,72.723691,19.099188,6.6,194.1,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.107116,72.725768,2026-09-04 02:13:16+00:00,270.0,904.3823656055084,193.9850942677937,False,6.511017102068931
274992570,2026-09-04 02:20:31+00:00,72.722388,19.094282,6.7,193.7,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.099188,72.723691,2026-09-04 02:17:46+00:00,165.0,560.1035890952625,194.17050785134637,False,6.598495518951121
274992570,2026-09-04 02:23:45+00:00,72.720887,19.088483,6.9,194.4,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.094282,72.722388,2026-09-04 02:20:31+00:00,194.0,661.0585262799548,193.8245452653594,False,6.623670132598078
274992570,2026-09-04 02:27:50+00:00,72.718848,19.080964,7.1,195.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.088483,72.720887,2026-09-04 02:23:45+00:00,245.0,859.5177071974439,194.45733633139167,False,6.819448571259915
274992570,2026-09-04 02:32:39+00:00,72.716238,19.071837,7.3,194.8,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.080964,72.718848,2026-09-04 02:27:50+00:00,289.0,1046.9710568794933,195.21074767005177,False,7.042021519739219
274992570,2026-09-04 02:34:31+00:00,72.715214,19.068182,7.1,194.5,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.071837,72.716238,2026-09-04 02:32:39+00:00,112.0,418.69113427846025,194.9163995037806,False,7.26668370049859
274992570,2026-09-04 02:36:19+00:00,72.714283,19.064777,6.8,195.4,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.068182,72.715214,2026-09-04 02:34:31+00:00,108.0,389.4382795191896,194.57315385888737,False,7.009312085746125
274992570,2026-09-04 02:41:03+00:00,72.711765,19.056152,7.0,194.7,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,,,B,sentinel_10,19.064777,72.714283,2026-09-04 02:36:19+00:00,284.0,990.8284697573422,195.51493246706949,False,6.781732438919408
274992570,2026-09-04 02:45:16+00:00,72.709575,19.048264,7.3,195.3,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.056152,72.711765,2026-09-04 02:41:03+00:00,253.0,903.0607509026388,194.78949388453478,False,6.938362094998362
274992570,2026-09-04 02:47:46+00:00,72.708166,19.043398,7.8,195.4,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.048264,72.709575,2026-09-04 02:45:16+00:00,150.0,558.6771433683327,195.39551149224775,False,7.239859855767333
274992570,2026-09-04 02:52:15+00:00,72.705434,19.034044,7.8,195.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.043398,72.708166,2026-09-04 02:47:46+00:00,269.0,1074.6157578069053,195.5232757214086,False,7.765357229202137
274992570,2026-09-04 02:54:35+00:00,72.704039,19.02915,7.4,194.2,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.034044,72.705434,2026-09-04 02:52:15+00:00,140.0,561.2810464675416,195.16773294811128,False,7.793146781181901
274992570,2026-09-04 02:56:02+00:00,72.703265,19.026266,7.4,193.5,,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.02915,72.704039,2026-09-04 02:54:35+00:00,87.0,329.4716833311812,194.31867184900952,False,7.36138203363774
274992570,2026-09-04 02:59:20+00:00,72.701587,19.019675,7.6,193.5,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.026266,72.703265,2026-09-04 02:56:02+00:00,198.0,750.6559591309087,193.6116530486331,False,7.369470098974877
274992570,2026-09-04 03:00:37+00:00,72.700918,19.017038,7.9,193.8,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.019675,72.701587,2026-09-04 02:59:20+00:00,77.0,300.27283850533263,193.56592021893692,False,7.580290316885789
274992570,2026-09-04 03:05:11+00:00,72.698396,19.007362,7.5,194.8,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.017038,72.700918,2026-09-04 03:00:37+00:00,274.0,1103.4806857993997,193.92395165401481,False,7.828430278409872
274992570,2026-09-04 03:06:55+00:00,72.697419,19.003873,7.5,195.0,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.007362,72.698396,2026-09-04 03:05:11+00:00,104.0,399.66959669623645,194.9147984232688,False,7.470132200403964
274992570,2026-09-04 03:10:52+00:00,72.69517,18.99593,7.9,195.9,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,19.003873,72.697419,2026-09-04 03:06:55+00:00,237.0,910.557755697222,195.07413297747487,False,7.468264083689823
274992570,2026-09-04 03:13:03+00:00,72.693795,18.991357,7.8,196.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,18.99593,72.69517,2026-09-04 03:10:52+00:00,131.0,526.4928222075191,195.96183980016482,False,7.812349675724153
274992570,2026-09-04 03:14:39+00:00,72.692781,18.988041,7.9,196.8,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10,18.991357,72.693795,2026-09-04 03:13:03+00:00,96.0,382.2687611266793,196.2193764589393,False,7.740305298213379
