mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver,slick_id
274992570,2026-09-04 02:13:16+00:00,72.725768,19.107116,6.6,193.9,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:17:46+00:00,72.723691,19.099188,6.6,194.1,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:20:31+00:00,72.722388,19.094282,6.7,193.7,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:23:45+00:00,72.720887,19.088483,6.9,194.4,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:27:50+00:00,72.718848,19.080964,7.1,195.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:32:39+00:00,72.716238,19.071837,7.3,194.8,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:34:31+00:00,72.715214,19.068182,7.1,194.5,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:36:19+00:00,72.714283,19.064777,6.8,195.4,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:41:03+00:00,72.711765,19.056152,7.0,194.7,194.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,,,B,sentinel_10
274992570,2026-09-04 02:45:16+00:00,72.709575,19.048264,7.3,195.3,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:47:46+00:00,72.708166,19.043398,7.8,195.4,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:52:15+00:00,72.705434,19.034044,7.8,195.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:54:35+00:00,72.704039,19.02915,7.4,194.2,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:56:02+00:00,72.703265,19.026266,7.4,193.5,,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 02:59:20+00:00,72.701587,19.019675,7.6,193.5,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:00:37+00:00,72.700918,19.017038,7.9,193.8,193.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:05:11+00:00,72.698396,19.007362,7.5,194.8,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:06:55+00:00,72.697419,19.003873,7.5,195.0,194.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:10:52+00:00,72.69517,18.99593,7.9,195.9,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:13:03+00:00,72.693795,18.991357,7.8,196.1,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:14:39+00:00,72.692781,18.988041,7.9,196.8,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:17:46+00:00,72.690692,18.981516,7.6,197.1,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:22:28+00:00,72.687621,18.972104,7.8,197.9,197.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:24:14+00:00,72.68639,18.968505,7.6,197.2,197.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:27:22+00:00,72.684327,18.962214,7.1,198.1,198.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:29:45+00:00,72.682773,18.957722,7.5,197.3,,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:33:23+00:00,72.680407,18.950518,7.2,196.7,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:35:19+00:00,72.679245,18.946847,7.4,197.5,199.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:40:06+00:00,72.676118,18.937465,7.9,196.7,,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:44:31+00:00,72.673181,18.928232,7.4,196.2,196.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,,,B,sentinel_10
274992570,2026-09-04 03:46:19+00:00,72.672094,18.924684,7.5,196.7,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:51:11+00:00,72.669007,18.914954,7.6,196.7,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:52:50+00:00,72.66795,18.911624,8.0,196.1,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:55:16+00:00,72.666358,18.906418,7.9,197.1,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 03:56:38+00:00,72.665422,18.903548,7.9,197.1,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:01:25+00:00,72.66215,18.893511,7.8,196.2,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:06:16+00:00,72.659063,18.883438,7.7,195.4,195.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:07:31+00:00,72.658311,18.880853,7.8,196.3,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:11:20+00:00,72.65587,18.872936,8.1,196.6,196.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:12:24+00:00,72.655148,18.870639,8.4,197.5,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:13:34+00:00,72.654278,18.868028,8.0,198.2,198.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:15:08+00:00,72.653131,18.864724,7.6,198.1,198.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:16:58+00:00,72.651861,18.861054,7.4,198.6,198.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:21:16+00:00,72.648903,18.852743,7.0,198.4,198.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:22:52+00:00,72.647855,18.84977,7.2,199.1,199.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:27:34+00:00,72.644612,18.840889,6.7,199.6,199.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:30:11+00:00,72.642877,18.836287,7.1,199.4,199.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:31:18+00:00,72.64211,18.834224,6.6,198.4,198.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:35:14+00:00,72.639697,18.827374,6.5,197.7,197.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
274992570,2026-09-04 04:39:17+00:00,72.637342,18.820402,6.2,198.2,198.0,FV MUMBAI EXPRESS_19,IMO1115482,XB7657,Fishing,Underway Using Engine,36.8,9.5,,,B,sentinel_10
274992570,2026-09-04 04:41:41+00:00,72.635988,18.816499,6.1,197.6,199.0,FV MUMBAI EXPRESS_19,,XB7657,Fishing,Underway Using Engine,36.8,9.5,1.7,,B,sentinel_10
285514406,2026-09-03 23:00:00+00:00,72.595414,19.139892,16.9,308.5,308.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,8.5,,A,sentinel_10
285514406,2026-09-03 23:03:55+00:00,72.580228,19.151287,17.3,308.6,308.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,8.5,,A,sentinel_10
285514406,2026-09-03 23:06:09+00:00,72.571363,19.157967,17.6,308.8,308.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,,,A,sentinel_10
285514406,2026-09-03 23:10:23+00:00,72.554335,19.170879,18.0,309.2,309.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,8.5,,A,sentinel_10
285514406,2026-09-03 23:13:08+00:00,72.543016,19.179605,18.1,309.3,309.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,8.5,,A,sentinel_10
285514406,2026-09-03 23:17:58+00:00,72.523161,19.194976,17.8,309.2,309.0,MT SEA HORIZON_25,IMO1258768,GQ1273,Passenger,Underway Using Engine,221.2,19.2,8.5,,A,sentinel_10
368688902,2026-09-04 00:02:47+00:00,72.50488,18.965047,12.1,32.6,,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:07:29+00:00,72.513909,18.978376,11.7,32.8,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:10:37+00:00,72.519768,18.986984,11.7,32.5,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:13:34+00:00,72.525167,18.995011,11.2,32.7,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,,87.0,A,sentinel_10
368688902,2026-09-04 00:15:09+00:00,72.527959,18.999128,11.4,32.9,34.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:17:28+00:00,72.532178,19.005297,11.6,32.4,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:22:03+00:00,72.54056,19.0178,12.0,31.4,31.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:24:11+00:00,72.544436,19.023801,12.1,31.4,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:25:43+00:00,72.54729,19.028223,12.1,32.3,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
368688902,2026-09-04 00:27:48+00:00,72.551232,19.034109,12.2,32.2,32.0,MT MUMBAI EXPRESS_99,IMO1898516,DK4367,Cargo,Underway Using Engine,213.1,17.8,11.2,87.0,A,sentinel_10
