slick_id,mmsi,first_seen,last_seen,observations,vessel_name,imo,vessel_type
sentinel_166,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_166,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_166,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_166,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_166,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_166,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_166,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_166,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_166,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_166,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_166,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_18,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_18,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_18,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:11:19+00:00,14,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_18,274992570,2026-09-04 01:24:36+00:00,2026-09-04 04:41:41+00:00,65,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_18,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_18,368688902,2026-09-04 00:07:29+00:00,2026-09-04 01:21:19+00:00,25,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_18,439670711,2026-09-04 02:23:59+00:00,2026-09-04 04:57:01+00:00,49,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_18,490612805,2026-09-03 23:09:11+00:00,2026-09-04 00:02:19+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_18,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:13:34+00:00,6,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_18,569749767,2026-09-03 23:04:51+00:00,2026-09-03 23:33:21+00:00,10,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_18,663550988,2026-09-04 04:02:40+00:00,2026-09-04 10:56:21+00:00,142,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_18,697169479,2026-09-03 23:47:05+00:00,2026-09-04 03:16:00+00:00,70,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_18,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_18,790077090,2026-09-04 00:33:27+00:00,2026-09-04 02:59:19+00:00,46,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_186,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_186,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_186,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_186,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_186,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_186,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_186,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_186,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_186,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_186,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_186,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_186,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_186,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_186,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_207,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_207,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_207,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:15:56+00:00,16,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_207,274992570,2026-09-04 01:15:56+00:00,2026-09-04 04:44:33+00:00,69,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_207,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_207,368688902,2026-09-04 00:01:11+00:00,2026-09-04 01:25:01+00:00,28,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_207,439670711,2026-09-04 02:18:42+00:00,2026-09-04 05:02:53+00:00,53,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_207,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_207,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:17:25+00:00,8,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_207,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:34:25+00:00,13,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_207,663550988,2026-09-04 03:52:26+00:00,2026-09-04 10:56:21+00:00,145,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_207,697169479,2026-09-03 23:41:07+00:00,2026-09-04 03:10:39+00:00,70,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_207,730915077,2026-09-03 23:02:27+00:00,2026-09-04 00:29:53+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_207,790077090,2026-09-04 00:37:52+00:00,2026-09-04 03:04:32+00:00,46,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_21,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_21,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_21,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_21,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_21,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_21,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_21,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_21,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_21,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_21,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_21,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_21,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_21,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_21,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_214,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_214,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_214,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:11:19+00:00,14,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_214,274992570,2026-09-04 01:24:36+00:00,2026-09-04 04:39:17+00:00,64,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
