mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver
209053121,2026-09-04 00:04:05+00:00,72.278734,18.958663,22.2,246.4,246.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:07:51+00:00,72.256229,18.949372,21.8,247.0,246.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:09:04+00:00,72.249071,18.946497,21.7,247.2,,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:10:18+00:00,72.2419,18.943647,22.0,246.3,246.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:13:46+00:00,72.221374,18.935128,22.4,246.1,246.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:17:16+00:00,72.200377,18.92634,22.4,246.0,,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:20:45+00:00,72.17952,18.917572,22.5,245.2,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:21:51+00:00,72.172903,18.914685,22.6,245.3,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:22:54+00:00,72.166588,18.911935,22.7,245.7,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:27:31+00:00,72.138587,18.899975,22.7,245.0,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:30:26+00:00,72.120946,18.892176,22.4,245.2,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:31:37+00:00,72.113938,18.889112,22.5,244.5,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:35:13+00:00,72.0925,18.879416,22.6,244.2,,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:36:48+00:00,72.083082,18.875102,22.7,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:41:41+00:00,72.053916,18.861704,22.8,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:43:38+00:00,72.042183,18.856323,22.9,244.8,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:48:33+00:00,72.012424,18.843057,22.6,245.1,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:51:27+00:00,71.995006,18.835392,22.6,245.4,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:55:51+00:00,71.968516,18.823936,22.4,245.6,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 00:58:10+00:00,71.954695,18.817996,22.8,244.8,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:01:09+00:00,71.936693,18.809973,22.9,245.6,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:04:01+00:00,71.919178,18.802461,22.9,245.1,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:08:17+00:00,71.893297,18.791063,22.8,245.7,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:12:35+00:00,71.867153,18.77987,22.3,244.7,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:15:48+00:00,71.848177,18.77137,22.2,244.0,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:20:27+00:00,71.820996,18.758798,22.7,243.7,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:22:35+00:00,71.808274,18.752841,22.4,243.1,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:26:59+00:00,71.782535,18.740487,22.1,242.6,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:29:01+00:00,71.770749,18.734706,22.5,241.8,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:32:39+00:00,71.749755,18.724053,22.3,242.6,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:35:28+00:00,71.733373,18.716007,22.2,242.3,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:38:35+00:00,71.715497,18.707128,22.3,242.9,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:42:25+00:00,71.693146,18.696306,22.7,242.2,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:44:11+00:00,71.682816,18.691139,22.9,242.2,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:46:54+00:00,71.666705,18.683101,23.3,242.5,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:50:15+00:00,71.646438,18.673107,23.1,243.2,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:52:14+00:00,71.634435,18.667365,22.9,243.5,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,,,A
209053121,2026-09-04 01:55:16+00:00,71.616262,18.658769,22.9,243.6,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 01:59:24+00:00,71.591443,18.647113,23.0,244.2,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:01:58+00:00,71.575983,18.640038,23.2,245.0,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:05:02+00:00,71.557033,18.631657,23.4,244.3,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:07:58+00:00,71.538892,18.623399,23.4,245.3,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:11:31+00:00,71.516782,18.61374,23.6,245.8,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:16:06+00:00,71.487967,18.601485,23.3,245.7,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:18:48+00:00,71.471182,18.594315,23.0,245.5,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:20:49+00:00,71.458846,18.588984,23.2,244.7,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:23:54+00:00,71.439969,18.580512,22.8,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:26:14+00:00,71.425921,18.574053,22.7,244.0,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:29:14+00:00,71.408081,18.565813,22.2,243.6,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:31:17+00:00,71.39608,18.560158,22.6,242.7,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:34:18+00:00,71.378401,18.551516,22.2,242.8,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:36:13+00:00,71.367367,18.546144,22.1,242.1,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:38:33+00:00,71.354063,18.539452,21.8,242.4,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:42:37+00:00,71.331041,18.528041,21.5,243.1,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:44:10+00:00,71.322344,18.523857,21.7,243.8,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:46:13+00:00,71.310697,18.518424,21.5,244.3,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:51:12+00:00,71.282444,18.505554,21.8,245.2,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:52:15+00:00,71.276376,18.5029,22.3,245.5,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:56:43+00:00,71.24989,18.491475,22.5,245.0,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 02:58:39+00:00,71.23834,18.486367,22.6,245.2,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:02:54+00:00,71.212833,18.475174,22.2,244.9,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:05:37+00:00,71.196906,18.468083,22.1,245.7,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:10:02+00:00,71.170941,18.456981,21.7,244.8,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:12:15+00:00,71.158174,18.451282,21.7,245.3,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:14:40+00:00,71.144225,18.445189,21.6,244.7,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:18:43+00:00,71.121044,18.434805,21.4,245.1,245.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:22:00+00:00,71.102449,18.426618,21.1,244.2,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:26:58+00:00,71.074842,18.413938,21.4,244.3,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:30:16+00:00,71.056283,18.405466,21.3,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:31:31+00:00,71.049268,18.402232,21.2,243.9,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:36:22+00:00,71.022255,18.389653,21.0,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:40:04+00:00,71.001783,18.380235,21.4,243.5,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:41:10+00:00,70.995594,18.377307,21.8,242.9,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:43:00+00:00,70.985263,18.372288,21.8,242.5,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:45:28+00:00,70.97128,18.365372,21.6,241.5,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:48:02+00:00,70.957035,18.358031,21.3,242.5,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:52:01+00:00,70.93515,18.347206,21.7,242.3,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:56:29+00:00,70.910043,18.334669,22.0,241.9,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 03:58:08+00:00,70.900782,18.32997,21.8,242.0,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:02:00+00:00,70.879039,18.319006,21.5,241.9,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:04:47+00:00,70.863619,18.311203,21.6,242.6,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:07:06+00:00,70.850649,18.304818,21.6,242.7,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:08:15+00:00,70.844167,18.301646,21.7,241.9,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:10:38+00:00,70.830796,18.294871,22.0,242.6,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:14:56+00:00,70.806269,18.282797,21.9,243.3,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:18:24+00:00,70.786397,18.273305,21.8,243.2,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:22:12+00:00,70.764815,18.262935,22.0,242.4,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:23:50+00:00,70.755518,18.258309,22.1,243.1,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:25:06+00:00,70.748236,18.254804,22.5,243.6,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:27:44+00:00,70.732696,18.247468,22.1,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:31:46+00:00,70.709364,18.236704,22.4,244.1,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:33:25+00:00,70.699615,18.232209,21.9,243.5,244.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:37:07+00:00,70.678412,18.222175,21.8,243.4,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:38:54+00:00,70.668312,18.21738,21.5,242.5,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:40:27+00:00,70.6597,18.213125,21.5,242.9,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:41:47+00:00,70.65228,18.209511,21.7,243.2,243.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:44:40+00:00,70.635993,18.201686,21.3,242.7,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:48:05+00:00,70.617006,18.192388,21.0,242.1,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:49:46+00:00,70.607952,18.18783,20.5,242.4,242.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:52:31+00:00,70.593311,18.180567,20.7,241.8,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:55:39+00:00,70.576654,18.172075,20.2,241.7,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 04:58:45+00:00,70.560575,18.163837,20.4,242.0,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:02:30+00:00,70.540799,18.153842,20.5,241.9,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:04:19+00:00,70.531264,18.149,20.9,241.4,241.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:05:23+00:00,70.525563,18.146044,20.4,240.4,240.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,,,A
209053121,2026-09-04 05:09:06+00:00,70.506277,18.135647,20.9,239.6,240.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,,,A
209053121,2026-09-04 05:12:45+00:00,70.487065,18.124919,20.4,240.0,240.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:17:01+00:00,70.465059,18.112847,20.6,239.7,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:21:45+00:00,70.44054,18.099204,20.5,239.4,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:23:11+00:00,70.433214,18.095093,20.0,239.1,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:24:13+00:00,70.427968,18.092108,19.7,238.5,238.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:26:20+00:00,70.417598,18.086071,19.3,238.8,238.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:28:59+00:00,70.404892,18.078746,19.3,239.3,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:32:50+00:00,70.38629,18.068246,19.7,239.9,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:34:50+00:00,70.376318,18.062747,19.5,239.1,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,,,A
209053121,2026-09-04 05:37:24+00:00,70.36385,18.055645,19.8,239.9,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:39:06+00:00,70.355356,18.050968,20.0,240.4,240.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:42:46+00:00,70.336786,18.040955,19.5,239.6,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:45:33+00:00,70.323086,18.033306,19.7,239.6,239.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:49:23+00:00,70.304138,18.022736,19.3,238.6,238.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
209053121,2026-09-04 05:50:52+00:00,70.296967,18.018578,19.2,238.1,238.0,FV WESTERN STAR_38,IMO3093190,OL4161,Passenger,Underway Using Engine,110.1,26.5,8.2,,A
